No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port
1744,7.271523,192.168.178.54,192.168.178.1,TCP,54,49798  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49798,53
1745,7.271532,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1187 Ack=6086 Win=130304 Len=0,49796,443
1746,7.271589,192.168.178.54,74.125.193.97,TLSv1.3,85,Application Data,49796,443
1747,7.272236,192.168.178.54,192.168.178.1,TCP,56,"49797  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49797,53
1748,7.272244,192.168.178.54,192.168.178.1,TCP,56,"49798  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49798,53
1749,7.272257,192.168.178.54,192.168.178.1,DNS,96,Standard query 0x77dc HTTPS media.ticketmaster.co.uk,49798,53
1750,7.272266,192.168.178.54,192.168.178.1,DNS,96,Standard query 0x95a3 A media.ticketmaster.co.uk,49797,53
1751,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=558321 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1752,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=559773 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1753,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=561225 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1754,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=562677 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1755,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=564129 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1756,7.273221,199.232.26.87,192.168.178.54,TLSv1.2,1506,Application Data,443,49773
1757,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=567033 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1758,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=568485 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1759,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=569937 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1760,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=571389 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1761,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=572841 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1762,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=574293 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1763,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=575745 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1764,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=577197 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1765,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=578649 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1766,7.273221,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=580101 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1767,7.273221,199.232.26.87,192.168.178.54,TLSv1.2,1506,Application Data,443,49773
1768,7.27338,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=583005 Win=264192 Len=0,49773,443
1769,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,432,Application Data,443,49796
1770,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1771,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1772,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1773,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1774,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1775,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1776,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1777,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1778,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1779,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1780,7.274444,74.125.193.97,192.168.178.54,TLSv1.3,1404,Application Data,443,49796
1781,7.274572,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=21934 Win=131072 Len=0,49796,443
1782,7.2755,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1783,7.2755,192.168.178.1,192.168.178.54,TCP,54,53  >  49797 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49797
1784,7.2755,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1785,7.2755,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1786,7.2755,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1787,7.2755,192.168.178.1,192.168.178.54,TCP,54,53  >  49798 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49798
1788,7.2755,192.168.178.1,192.168.178.54,TCP,54,53  >  49798 [ACK] Seq=1 Ack=45 Win=29216 Len=0,53,49798
1789,7.2755,192.168.178.1,192.168.178.54,TCP,54,53  >  49797 [ACK] Seq=1 Ack=45 Win=29216 Len=0,53,49797
1790,7.2755,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1791,7.2755,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1792,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=583005 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1793,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=584457 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1794,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=585909 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1795,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=587361 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1796,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=588813 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1797,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=590265 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1798,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=591717 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1799,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=593169 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1800,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=594621 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1801,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=596073 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1802,7.2755,199.232.26.87,192.168.178.54,TLSv1.2,1506,"Application Data, Application Data",443,49773
1803,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=598977 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1804,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=600429 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1805,7.2755,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=601881 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1806,7.275719,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=30406 Win=131072 Len=0,49796,443
1807,7.275738,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=603333 Win=1059840 Len=0,49773,443
1808,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=603333 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1809,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=604785 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1810,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=606237 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1811,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=607689 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1812,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=609141 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1813,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=610593 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1814,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=612045 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1815,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=613497 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1816,7.27671,199.232.26.87,192.168.178.54,TLSv1.2,1506,Application Data,443,49773
1817,7.27671,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=616401 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1818,7.27671,199.232.26.87,192.168.178.54,TCP,90,"443  >  49773 [PSH, ACK] Seq=617853 Ack=63712 Win=217088 Len=36 [TCP segment of a reassembled PDU]",443,49773
1819,7.276821,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=617889 Win=1059840 Len=0,49773,443
1820,7.277036,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=617889 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1821,7.277036,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=619341 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1822,7.277088,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=620793 Win=1059840 Len=0,49773,443
1823,7.277305,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=620793 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1824,7.277305,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=622245 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1825,7.277305,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=623697 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1826,7.277357,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=625149 Win=1059840 Len=0,49773,443
1827,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=625149 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1828,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=626601 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1829,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=628053 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1830,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=629505 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1831,7.277618,199.232.26.87,192.168.178.54,TLSv1.2,1506,Application Data,443,49773
1832,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=632409 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1833,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=633861 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1834,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=635313 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1835,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=636765 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1836,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=638217 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1837,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=639669 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1838,7.277618,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=641121 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1839,7.277754,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=642573 Win=1059840 Len=0,49773,443
1840,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=642573 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1841,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=644025 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1842,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=645477 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1843,7.279532,199.232.26.87,192.168.178.54,TLSv1.2,1506,Application Data,443,49773
1844,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=648381 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1845,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=649833 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1846,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=651285 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1847,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=652737 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1848,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=654189 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1849,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=655641 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1850,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=657093 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1851,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=658545 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1852,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=659997 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1853,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=661449 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1854,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=662901 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1855,7.279532,199.232.26.87,192.168.178.54,TLSv1.2,1506,"Application Data, Application Data",443,49773
1856,7.279532,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=665805 Ack=63712 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773
1857,7.279532,199.232.26.87,192.168.178.54,TLSv1.2,125,Application Data,443,49773
1858,7.279532,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1859,7.279532,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1860,7.279532,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1861,7.279532,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1862,7.279756,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=667328 Win=1059840 Len=0,49773,443
1863,7.279777,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=36054 Win=131072 Len=0,49796,443
1864,7.280262,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1865,7.280262,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1866,7.280321,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=38878 Win=131072 Len=0,49796,443
1867,7.280442,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1868,7.280442,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1869,7.280442,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1870,7.280442,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1871,7.280486,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=44526 Win=131072 Len=0,49796,443
1872,7.281514,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1873,7.281514,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1874,7.281514,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1875,7.281514,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1876,7.281514,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1877,7.281514,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1878,7.281514,199.232.26.87,192.168.178.54,TLSv1.2,779,Application Data,443,49773
1879,7.281514,192.168.178.1,192.168.178.54,DNS,156,Standard query response 0x4493 A identity.ticketmaster.ie CNAME ticketmaster4.map.fastly.net A 199.232.26.87,53,49794
1880,7.281635,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=52998 Win=131072 Len=0,49796,443
1881,7.281653,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=63712 Ack=668053 Win=1059072 Len=0,49773,443
1882,7.282067,192.168.178.54,192.168.178.1,TCP,54,"49794  >  53 [FIN, ACK] Seq=45 Ack=103 Win=131072 Len=0",49794,53
1883,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1884,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1885,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1886,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1887,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1888,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1889,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1890,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1891,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1892,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1893,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1894,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1895,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1896,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1897,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1898,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1899,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1900,7.284131,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1901,7.284312,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=78414 Win=131072 Len=0,49796,443
1902,7.284964,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1903,7.284964,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1904,7.284964,192.168.178.1,192.168.178.54,TCP,54,"53  >  49794 [FIN, ACK] Seq=103 Ack=46 Win=29216 Len=0",53,49794
1905,7.284964,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1906,7.284964,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1907,7.284964,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1908,7.284964,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1909,7.28506,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1218 Ack=86886 Win=131072 Len=0,49796,443
1910,7.285235,192.168.178.54,192.168.178.1,TCP,54,49794  >  53 [ACK] Seq=46 Ack=104 Win=131072 Len=0,49794,53
1911,7.285944,192.168.178.54,199.232.26.87,TLSv1.2,1506,Application Data,49773,443
1912,7.285944,192.168.178.54,199.232.26.87,TCP,1506,49773  >  443 [ACK] Seq=65164 Ack=668053 Win=1059072 Len=1452 [TCP segment of a reassembled PDU],49773,443
1913,7.285944,192.168.178.54,199.232.26.87,TLSv1.2,1417,Application Data,49773,443
1914,7.286156,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1915,7.286156,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1916,7.286156,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
1917,7.286156,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
